codigo_iata,codigo_oaci,nombre_oficial,pais,anio,pasajeros_totales_anuales,pasajeros_nacionales,pasajeros_internacionales,operaciones_aeronaves_anuales,carga_toneladas_anuales,correo_toneladas_anuales,fuente_dato,fecha_publicacion_fuente,observaciones
LSC,SCSE,La Florida Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MHC,SCPQ,Mocopulli Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PMC,SCTE,El Tepual International Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PNT,SCNT,Lieutenant Julio Gallardo Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PUQ,SCCI,President Carlos Ibáñez International Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
SCL,SCEL,Comodoro Arturo Merino Benítez International Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ZAL,SCVD,Pichoy Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ZCO,SCQP,La Araucanía International Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ZOS,SCJO,Cañal Bajo Carlos Hott Siebert Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ZPC,SCPC,Pucón Airport,Chile,,,,,,,,Junta de Aeronáutica Civil de Chile - estadísticas: https://www.jac.gob.cl/estadisticas/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ADZ,SKSP,Gustavo Rojas Pinilla International Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
APO,SKLC,Antonio Roldán Betancur Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
AUC,SKUC,Santiago Perez Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
AXM,SKAR,El Eden Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BAQ,SKBQ,Ernesto Cortissoz International Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BGA,SKBG,Palonegro Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BOG,SKBO,El Dorado International Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BSC,SKBS,José Celestino Mutis Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BUN,SKBU,Gerardo Tobar López Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CLO,SKCL,Alfonso Bonilla Aragon International Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CTG,SKCG,Rafael Nuñez International Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CUC,SKCC,Camilo Daza International Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CZU,SKCZ,Las Brujas Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
EJA,SKEJ,Yariguíes Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
EOH,SKMD,Enrique Olaya Herrera Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
EYP,SKYP,El Alcaravan - Yopal Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
FLA,SKFL,Gustavo Artunduaga Paredes Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GPI,SKGP,Guapi Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
IBE,SKIB,Perales Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
IPI,SKIP,San Luis Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LCR,SKHZ,Virgilio Barco Vargas (La Chorrera) Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LET,SKLT,Alfredo Vásquez Cobo International Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LMC,SKNA,La Macarena Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LPD,SKLP,La Pedrera Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LQM,SKLG,Caucaya Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MDE,SKRG,Jose Maria Córdova International Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MTR,SKMR,Los Garzones Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MVP,SKMU,Fabio Alberto Leon Bentley Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MZL,SKMZ,La Nubia Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
NQU,SKNQ,Reyes Murillo Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
NVA,SKNV,Benito Salas Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PCR,SKPC,German Olano Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PDA,SKPD,Obando Cesar Gaviria Trujillo Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PEI,SKPE,Matecaña International Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PPN,SKPP,Guillermo León Valencia Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PSO,SKPS,Antonio Nariño Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PUU,SKAS,Tres De Mayo Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PVA,SKPV,El Embrujo Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
RCH,SKRH,Almirante Padilla Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
RVE,SKSA,Los Colonizadores Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
SJE,SKSJ,Jorge E. Gonzalez Torres Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
SMR,SKSM,Simón Bolívar International Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
SVI,SKSV,Eduardo Falla Solano Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
TCD,SKRA,Tarapacá Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
TCO,SKCO,La Florida Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
TLU,SKTL,Golfo de Morrosquillo Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
TME,SKTM,Gustavo Vargas Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
UIB,SKUI,El Caraño Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
VUP,SKVP,Alfonso López Pumarejo Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
VVC,SKVV,Vanguardia Airport,Colombia,,,,,,,,Aerocivil Colombia - estadísticas operacionales: https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CUE,SECU,Mariscal Lamar Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ESM,SETN,Carlos Concha Torres International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ETR,SERO,Santa Rosa - Artillery Colonel Victor Larrea International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GPS,SEGS,Seymour Galapagos Ecological Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GYE,SEGU,José Joaquín de Olmedo International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
IBB,SEII,General Villamil Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LOH,SECA,Ciudad de Catamayo Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LTX,SELT,Cotopaxi International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MEC,SEMT,Eloy Alfaro International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
OCC,SECO,Francisco De Orellana Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
SCY,SEST,San Cristóbal Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
SNC,SESA,General Ulpiano Paez International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
TUA,SETU,Lieutenant Colonel Luis A. Mantilla International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
UIO,SEQM,Mariscal Sucre International Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
XMS,SEMC,Coronel E Carvajal Airport,Ecuador,,,,,,,,DGAC Ecuador - estadísticas aeronáuticas: https://www.aviacioncivil.gob.ec/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
