codigo_iata,codigo_oaci,nombre_oficial,pais,anio,pasajeros_totales_anuales,pasajeros_nacionales,pasajeros_internacionales,operaciones_aeronaves_anuales,carga_toneladas_anuales,correo_toneladas_anuales,fuente_dato,fecha_publicacion_fuente,observaciones
CAY,SOCA,Cayenne – Félix Eboué Airport,Guayana Francesa,,,,,,,,DGAC Francia / operador aeroportuario - sin serie homogénea incorporada: https://www.ecologie.gouv.fr/politiques-publiques/transport-aerien,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LDX,SOOM,Saint-Laurent-du-Maroni Airport,Guayana Francesa,,,,,,,,DGAC Francia / operador aeroportuario - sin serie homogénea incorporada: https://www.ecologie.gouv.fr/politiques-publiques/transport-aerien,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MPY,SOOA,Maripasoula Airport,Guayana Francesa,,,,,,,,DGAC Francia / operador aeroportuario - sin serie homogénea incorporada: https://www.ecologie.gouv.fr/politiques-publiques/transport-aerien,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
GEO,SYCJ,Cheddi Jagan International Airport,Guyana,,,,,,,,Guyana Civil Aviation Authority / Bureau of Statistics: https://www.gcaa-gy.org/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
KAI,SYKA,Kaieteur Airport,Guyana,,,,,,,,Guyana Civil Aviation Authority / Bureau of Statistics: https://www.gcaa-gy.org/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LTM,SYLT,Lethem Airport,Guyana,,,,,,,,Guyana Civil Aviation Authority / Bureau of Statistics: https://www.gcaa-gy.org/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
OGL,SYEC,Eugene F. Correia International Airport,Guyana,,,,,,,,Guyana Civil Aviation Authority / Bureau of Statistics: https://www.gcaa-gy.org/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
AGT,SGES,Guaraní International Airport,Paraguay,2025,3402,3402,0,5937,11723.15,,"DINAC Paraguay - Resumen Estadístico Transporte Aéreo Comercial, enero-diciembre 2025: https://www.dinac.gov.py/estadisticas/ResumenEstadisticoTransporteAereoComercial-2025_Enero-Diciembre.pdf",2026-01-21,Pasajeros regulares y no regulares. Movimientos incluyen operaciones nacionales e internacionales. Carga convertida de kg a toneladas.
ASU,SGAS,Silvio Pettirossi International Airport,Paraguay,2025,1323613,3499,1320114,52477,25042.364,,"DINAC Paraguay - Resumen Estadístico Transporte Aéreo Comercial, enero-diciembre 2025: https://www.dinac.gov.py/estadisticas/ResumenEstadisticoTransporteAereoComercial-2025_Enero-Diciembre.pdf",2026-01-21,Pasajeros regulares y no regulares. Movimientos incluyen operaciones nacionales e internacionales. Carga convertida de kg a toneladas.
ENO,SGEN,Teniente Ramon A. Ayub Gonzalez International Airport,Paraguay,2025,180,0,180,,,,"DINAC Paraguay - Resumen Estadístico Transporte Aéreo Comercial, enero-diciembre 2025: https://www.dinac.gov.py/estadisticas/ResumenEstadisticoTransporteAereoComercial-2025_Enero-Diciembre.pdf",2026-01-21,El informe registra 180 pasajeros internacionales en agosto de 2025; no publica en la misma tabla un total anual de movimientos o carga para ENO.
ANS,SPHY,Andahuaylas Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
AQP,SPQU,Rodríguez Ballón International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
AYP,SPHO,Air Force Colonel Alfredo Mendivil Duarte Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CHH,SPPY,Chachapoyas Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CHM,SPEO,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CIX,SPHI,Capitán FAP José A. Quiñones González International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CJA,SPJR,Mayor General FAP Armando Revoredo Iglesias Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CUZ,SPZO,Alejandro Velasco Astete International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
HUU,SPNC,Alferez Fap David Figueroa Fernandini Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ILQ,SPLO,General Jorge Fernandez Maldon Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
IQT,SPQT,Coronel FAP Francisco Secada Vignetta International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JAE,SPJE,Shumba Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JAU,SPJJ,Francisco Carle Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
JUL,SPJL,Inca Manco Capac International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LIM,SPJC,Jorge Chávez International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
NZC,SPZA,Maria Reiche Neuman Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PCL,SPCL,Cap FAP David Abenzur Rengifo International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PEM,SPTU,Padre Aldamiz International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PIU,SPUR,PAF Captain Guillermo Concha Iberico International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
TBP,SPME,Captain Pedro Canga Rodríguez International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
TCQ,SPTN,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
TPP,SPST,Cadete FAP Guillermo Del Castillo Paredes Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
TRU,SPRU,Capitán FAP Carlos Martínez de Pinillos International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
TYL,SPYL,Captain Victor Montes Arias International Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
YMS,SPMS,Moises Benzaquen Rengifo Airport,Perú,,,,,,,,MTC / DGAC Perú - estadísticas de transporte aéreo: https://www.gob.pe/mtc,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
AGI,SMWA,Wageningen Airstrip,Surinam,,,,,,,,Civil Aviation Safety Authority Suriname / General Bureau of Statistics: https://www.casas.sr/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
DRJ,SMDA,Drietabbetje Airport,Surinam,,,,,,,,Civil Aviation Safety Authority Suriname / General Bureau of Statistics: https://www.casas.sr/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
EAX,SMEG,Eduard Alexander Gummels Airport,Surinam,,,,,,,,Civil Aviation Safety Authority Suriname / General Bureau of Statistics: https://www.casas.sr/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MOJ,SMMO,Moengo Airstrip,Surinam,,,,,,,,Civil Aviation Safety Authority Suriname / General Bureau of Statistics: https://www.casas.sr/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ORG,SMZO,Zorg en Hoop Airport,Surinam,,,,,,,,Civil Aviation Safety Authority Suriname / General Bureau of Statistics: https://www.casas.sr/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PBM,SMJP,Johan Adolf Pengel International Airport,Surinam,,,,,,,,Civil Aviation Safety Authority Suriname / General Bureau of Statistics: https://www.casas.sr/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MVD,SUMU,Carrasco General Cesáreo L. Berisso International Airport,Uruguay,,,,,,,,DINACIA Uruguay - estadísticas: https://www.dinacia.gub.uy/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PDP,SULS,Capitan Corbeta CA Curbelo International Airport,Uruguay,,,,,,,,DINACIA Uruguay - estadísticas: https://www.dinacia.gub.uy/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
RVY,SURV,Pres. Gral. Óscar D. Gestido Binational Airport,Uruguay,,,,,,,,DINACIA Uruguay - estadísticas: https://www.dinacia.gub.uy/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BLA,SVBC,General José Antonio Anzoategui International Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BNS,SVBI,Barinas Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
BRM,SVBM,Jacinto Lara International Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CAJ,SVCN,Canaima Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CCS,SVMI,Maiquetía Simón Bolívar International Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CUM,SVCU,Antonio José de Sucre Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CUP,SVCP,General Francisco Bermúdez Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
CZE,SVCR,José Leonardo Chirinos Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
ICC,SVIE,Andrés Miguel Salazar Marcano Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LRV,SVRS,Los Roques Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
LSP,SVJC,Josefa Camejo International Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MAR,SVMC,La Chinita International Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
MUN,SVMT,José Tadeo Monagas International Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PMV,SVMG,Del Caribe Santiago Mariño International Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
PZO,SVPR,General Manuel Carlos Piar International Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
SNV,SVSE,Santa Elena de Uairén Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
SOM,SVST,San Tomé Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
STD,SVSO,Mayor Buenaventura Vivas International Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
SVZ,SVSA,Juan Vicente Gómez International Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
VIG,SVVG,Juan Pablo Pérez Alfonso Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
VLN,SVVA,Arturo Michelena International Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
VLV,SVVL,Dr. Antonio Nicolás Briceño Airport,Venezuela,,,,,,,,INAC Venezuela - estadísticas aeronáuticas: https://www.inac.gob.ve/,,"Sin dato incorporado: no se obtuvo en esta compilación una tabla anual oficial, abierta y homogénea por aeropuerto con todas las variables requeridas. Se deja null/vacío para evitar estimaciones o la mezcla de totales nacionales."
